id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count,parsed_data,dimensions
30699,,WALDORF ASTORIA,,,,23.5X17CM FOLDED; 23.5X34CM OPEN,,National Association of Supervisors of State Banks,1937-0102_wotm,1937-10-08T00:00:00Z,Waldorf Astoria,,,complete,4,13.0,23.5X34CM OPEN,23.5X34CM OPEN
30700,,WALDORF ASTORIA,,,,23X14CM FOLDED; 23X28CM OPEN,,"New York Retail Tobacco Council, Inc.",1937-0103_wotm,1937-10-09T00:00:00Z,Waldorf Astoria,,,complete,4,23.0,23X28CM OPEN,23X28CM OPEN
30701,,WALDORF ASTORIA,,,,24X18CM FOLDED; 24X36CM OPEN,,Yale Alumni of New York,1937-0104_wotm,1937-10-15T00:00:00Z,Waldorf Astoria,,,complete,4,20.0,24X36CM OPEN,24X36CM OPEN
30702,,WALDORF ASTORIA,,,,21.5X14CM FOLDED; 21.5X28CM OPEN,,Testimonial dinner to Mr. William Mitchell Lybrand,1937-0105_wotm,1937-10-16T00:00:00Z,Waldorf Astoria,,,complete,3,14.0,21.5X28CM OPEN,21.5X28CM OPEN
30703,,WALDORF ASTORIA,,,,17X11.5CM FOLDED; 17X23CM OPEN,,The Jewish Center,1937-0106_wotm,1937-10-17T00:00:00Z,Waldorf Astoria,,,complete,2,18.0,17X23CM OPEN,17X23CM OPEN
30704,,WALDORF ASTORIA,,,,20X14CM FOLDED; 20X28CM OPEN,,American Institute of Accountants,1937-0108_wotm,1937-10-19T00:00:00Z,Waldorf Astoria,,,complete,3,14.0,20X28CM OPEN,20X28CM OPEN
30705,,WALDORF ASTORIA,,,,31X23CM FOLDED; 31X46CM OPEN,,American Institute of Accountants,1937-0109_wotm,1937-10-21T00:00:00Z,Waldorf Astoria,,,complete,4,19.0,31X46CM OPEN,31X46CM OPEN
30706,,WALDORF ASTORIA,,,,28X22CM FOLDED; 28X44CM OPEN,,The Wine and Food Society of New York,1937-0110_wotm,1937-10-07T00:00:00Z,Waldorf Astoria,,,complete,10,41.0,28X44CM OPEN,28X44CM OPEN
30707,,WALDORF ASTORIA,,,,21.5X14CM FOLDED; 21.5X28CM OPEN,,Temple Ahavath Sholom,1937-0111_wotm,1937-10-23T00:00:00Z,Waldorf Astoria,,,complete,3,10.0,21.5X28CM OPEN,21.5X28CM OPEN
30708,,WALDORF ASTORIA,,,,23X14.5CM FOLDED; 23X29CM OPEN,,Home of the Daughters of Jacob,1937-0112_wotm,1937-10-23T00:00:00Z,Waldorf Astoria,,,complete,32,19.0,23X29CM OPEN,23X29CM OPEN
30709,,WALDORF ASTORIA,,,,20X12.5CM FOLDED; 20X25CM OPEN,,The Crowell Publishing Company,1937-0113_wotm,1937-10-27T00:00:00Z,Waldorf Astoria,,,complete,4,17.0,20X25CM OPEN,20X25CM OPEN
30710,,WALDORF ASTORIA,,,,23X15.5CM FOLDED; 23X31CM OPEN,,,1937-0114_wotm,1937-10-28T00:00:00Z,Waldorf Astoria,,,complete,3,11.0,23X31CM OPEN,23X31CM OPEN
30711,,WALDORF ASTORIA,,,,16.5X13CM FOLDED; 16.5X26CM OPEN,,New York University Council,1937-0146_wotm,1937-06-08T00:00:00Z,Waldorf Astoria,,,complete,3,11.0,16.5X26CM OPEN,16.5X26CM OPEN
30712,,WALDORF ASTORIA,,,,16.5X11.5CM FOLDED; 16.5X23CM OPEN,,wedding dinner,1937-0151_wotm,1937-07-02T00:00:00Z,Waldorf Astoria,,,complete,2,24.0,16.5X23CM OPEN,16.5X23CM OPEN
30713,,WALDORF ASTORIA,,,,16.5X11CM FOLDED; 16.5X22CM OPEN,,McCall Educational Fashion Clinic,1937-0171_wotm,1937-08-05T00:00:00Z,Waldorf Astoria,,,complete,3,7.0,16.5X22CM OPEN,16.5X22CM OPEN
30714,,WALDORF ASTORIA,,,,16.5X11CM FOLDED; 16.5X22CM OPEN,,American National Retail Jewelers Association,1937-0172_wotm,1937-08-25T00:00:00Z,Waldorf Astoria,,,complete,3,12.0,16.5X22CM OPEN,16.5X22CM OPEN
30715,,WALDORF ASTORIA,,,,20X22.5CM FOLDED; 20X45CM OPEN,,Sigma Nu Fraternity,1937-0173_wotm,1937-08-18T00:00:00Z,Waldorf Astoria,,,complete,5,12.0,20X45CM OPEN,20X45CM OPEN
30716,,WALDORF ASTORIA,,,,16.5X11.5CM,,Leather Show - Tanner's Council of America,1937-0175_wotm,1937-09-09T00:00:00Z,Waldorf Astoria,Dollars,$,complete,1,12.0,16.5X11.5CM,16.5X11.5CM
30717,,WALDORF ASTORIA,,,,16.5X11.5CM,,Leather Show - Tanner's Council of America,1937-0176_wotm,1937-09-10T00:00:00Z,Waldorf Astoria,Dollars,$,complete,1,13.0,16.5X11.5CM,16.5X11.5CM
30718,,WALDORF ASTORIA,,,,25.5X17CM FOLDED; 25.5X34CM OPEN,,United States Constitution Sesquicentennial Celebration Dinner,1937-0177_wotm,1937-09-17T00:00:00Z,Waldorf Astoria,,,complete,3,18.0,25.5X34CM OPEN,25.5X34CM OPEN
30719,,WALDORF ASTORIA,,,,16.5X11.5CM FOLDED; 16.5X23CM OPEN,,wedding dinner,1937-0178_wotm,1937-09-23T00:00:00Z,Waldorf Astoria,,,complete,2,22.0,16.5X23CM OPEN,16.5X23CM OPEN
30720,,WALDORF ASTORIA,,,,17.5X9.5CM,,,1937-0179_wotm,1937-09-30T00:00:00Z,Waldorf Astoria,,,complete,1,13.0,17.5X9.5CM,17.5X9.5CM
30722,,WALDORF ASTORIA,,,,21.5X18CM FOLDED; 21.5X36CM OPEN,,The Merchants' Association of New York,1937-0188_wotm,1937-12-21T00:00:00Z,Waldorf Astoria,,,complete,16,18.0,21.5X36CM OPEN,21.5X36CM OPEN
30723,,ALIOTO FISH COMPANY,,,,15.5X11.5CM FOLDED; 15.5X23CM OPEN,,,1937-0001_wotm,1937-01-01T00:00:00Z,Alioto Fish Company,Dollars,$,complete,2,30.0,15.5X23CM OPEN,15.5X23CM OPEN
30724,,NATIONAL HOTEL OF CUBA,,,,18.5X12.5CM FOLDED; 18.5X25CM OPEN,,New Year's Eve menu,1937-0002_wotm,1937-01-01T00:00:00Z,National Hotel Of Cuba,Cuban Pesos,$,complete,3,17.0,18.5X25CM OPEN,18.5X25CM OPEN
30725,,THE MONICO,,,,16.5X10.5CM FOLDED; 16.5X21CM OPEN,,Antiquarian Booksellers' Association,1937-0003_wotm,1937-01-07T00:00:00Z,The Monico,,,complete,4,14.0,16.5X21CM OPEN,16.5X21CM OPEN
30726,,HOTEL SASKATCHEWAN,,,,16.5X9CM FOLDED; 16.5X18CM OPEN,,Afternoon Tea,1937-0004_wotm,1937-01-01T00:00:00Z,Hotel Saskatchewan,,,complete,2,13.0,16.5X18CM OPEN,16.5X18CM OPEN
30727,,HOTEL SASKATCHEWAN,,,,16.5X9CM FOLDED; 16.5X18CM OPEN,,Afternoon Tea,1937-0005_wotm,1937-01-01T00:00:00Z,Hotel Saskatchewan,,,under review,2,13.0,16.5X18CM OPEN,16.5X18CM OPEN
30728,,S.S. AMERICAN IMPORTER,,,,20.5X12.5CM,,,1935-0040_wotm,1935-07-28T00:00:00Z,S.S. American Importer,,,complete,1,22.0,20.5X12.5CM,20.5X12.5CM
30729,,S.S. AMERICAN IMPORTER,,,,20.5X12.5CM,,,1935-0041_wotm,1935-07-29T00:00:00Z,S.S. American Importer,,,complete,1,35.0,20.5X12.5CM,20.5X12.5CM
30730,,S.S. AMERICAN IMPORTER,,,,20.5X12.5CM,,,1935-0042_wotm,1935-07-29T00:00:00Z,S.S. American Importer,,,complete,1,25.0,20.5X12.5CM,20.5X12.5CM
30731,,HOTEL VANCOUVER,,,,27X19.5CM,,,1935-0043_wotm,1935-07-13T00:00:00Z,Hotel Vancouver,Canadian Dollars,C$,complete,1,18.0,27X19.5CM,27X19.5CM
30732,,THE MAYFLOWER HOTEL,,,,28X21.5CM FOLDED; 28X43CM OPEN,,New England Street Railway Club,1935-0044_wotm,1935-08-02T00:00:00Z,The Mayflower Hotel,,,complete,4,27.0,28X43CM OPEN,28X43CM OPEN
30733,,EL FUERTE DEL PALMAR,,,,28X21CM,,,1935-0045_wotm,1935-08-16T00:00:00Z,El Fuerte Del Palmar,Mexican Pesos,$,complete,1,19.0,28X21CM,28X21CM
30734,EL FUERTE DEL PALMAR,[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,,,28X21CM,,,1935-0046_wotm,1935-08-20T00:00:00Z,El Fuerte Del Palmar,Mexican Pesos,$,complete,1,17.0,28X21CM,28X21CM
30735,,"S.S. ""EUROPA""""""",,,,32X22CM FOLDED; 32X44CM OPEN,,Menu also contains French text,1935-0047_wotm,1935-08-21T00:00:00Z,"S.S. ""europa""""""",Deutsche Marks,DM,complete,3,259.0,32X44CM OPEN,32X44CM OPEN
30736,,KURHOTEL PETERSBERG,,,,22X14CM,,Arthur H. Rumpf Menu Collection,1935-0048_wotm,1935-08-25T00:00:00Z,Kurhotel Petersberg,,,complete,1,3.0,22X14CM,22X14CM
30737,,S.S. AMERICAN MERCHANT,,,,20.5X12.5CM,,,1935-0049_wotm,1935-08-02T00:00:00Z,S.S. American Merchant,,,complete,1,23.0,20.5X12.5CM,20.5X12.5CM
30738,,S.S. AMERICAN MERCHANT,,,,20.5X12.5CM,,,1935-0050_wotm,1935-08-03T00:00:00Z,S.S. American Merchant,,,complete,1,31.0,20.5X12.5CM,20.5X12.5CM
30739,,S.S. AMERICAN MERCHANT,,,,20.5X12.5CM,,,1935-0051_wotm,1935-08-03T00:00:00Z,S.S. American Merchant,,,complete,1,26.0,20.5X12.5CM,20.5X12.5CM
30740,,S.S. AMERICAN BANKER,,,,20.5X12.5CM,,,1935-0052_wotm,1935-08-09T00:00:00Z,S.S. American Banker,,,complete,1,22.0,20.5X12.5CM,20.5X12.5CM
30741,,S.S. AMERICAN BANKER,,,,20.5X12.5CM,,,1935-0053_wotm,1935-08-10T00:00:00Z,S.S. American Banker,,,complete,1,38.0,20.5X12.5CM,20.5X12.5CM
30742,,S.S. AMERICAN BANKER,,,,20.5X12.5CM,,,1935-0054_wotm,1935-08-10T00:00:00Z,S.S. American Banker,,,complete,1,25.0,20.5X12.5CM,20.5X12.5CM
30743,,"""HAMBURG""""""",,,,23.5X11CM FOLDED; 23.5X33CM OPEN,,Menu also contains English text,1935-0055_wotm,1935-08-27T00:00:00Z,"""hamburg""""""",,,complete,2,122.0,23.5X33CM OPEN,23.5X33CM OPEN
30744,,"""HAMBURG""""""",,,,23.5X11CM FOLDED; 23.5X33CM OPEN,,Menu also contains English text,1935-0056_wotm,1935-10-06T00:00:00Z,"""hamburg""""""",,,complete,2,133.0,23.5X33CM OPEN,23.5X33CM OPEN
30745,,THE AMBASSADOR,,,,24X16CM FOLDED; 24X32CM OPEN,,The Gourmets Society,1935-0057_wotm,1935-10-20T00:00:00Z,The Ambassador,,,complete,3,9.0,24X32CM OPEN,24X32CM OPEN
30746,,"S.S. ""NORMANDIE""""""",,,,27X21.5CM FOLDED; 27X43CM OPEN,,Menu also contains English text,1935-0058_wotm,1935-10-18T00:00:00Z,"S.S. ""normandie""""""",,,complete,2,191.0,27X43CM OPEN,27X43CM OPEN
30747,,"M.S. ""LAFAYETTE""""""",,,,28X22CM FOLDED; 28X44CM OPEN,,,1935-0059_wotm,1935-10-25T00:00:00Z,"M.S. ""lafayette""""""",,,complete,3,11.0,28X44CM OPEN,28X44CM OPEN
30748,,[RESTAURANT NAME AND/OR LOCATION NOT GIVEN],,,,30X21CM FOLDED; 30X42CM OPEN,,menu is in tatters,1935-0060_wotm,1935-10-01T00:00:00Z,Münchner Hofbräu,Deutsche Marks,DM,complete,15,140.0,30X42CM OPEN,30X42CM OPEN
30749,,WALDORF ASTORIA,,,,18X13CM FOLDED; 18X26CM OPEN,,The Maine Society of New York,1935-0061_wotm,1935-12-12T00:00:00Z,Waldorf Astoria,,,complete,4,10.0,18X26CM OPEN,18X26CM OPEN
30750,,GALICIA CENTER,,,,23.5X15.5CM FOLDED; 23.5X31CM OPEN,,Epirotans' Benevolent Society,1935-0062_wotm,1935-12-08T00:00:00Z,Galicia Center,,,complete,14,8.0,23.5X31CM OPEN,23.5X31CM OPEN
30751,,"S.S. ""CONTE DI SAVOIA""""""",,,,23X17CM FOLDED; 23X34CM OPEN,,Menu also contains English text,1935-0063_wotm,1935-12-21T00:00:00Z,"S.S. ""conte Di Savoia""""""",,,complete,4,48.0,23X34CM OPEN,23X34CM OPEN
30752,,"S.S. ""CONTE DI SAVOIA""""""",,,,20X14.5CM FOLDED; 20X29CM OPEN,,Menu also contains English text,1935-0064_wotm,1935-12-28T00:00:00Z,"S.S. ""conte Di Savoia""""""",,,complete,4,61.0,20X29CM OPEN,20X29CM OPEN
30753,,THE WILLARD HOTEL,,,,21.5X14CM FOLDED; 21.5X28CM OPEN,,"The Gridiron Club of Washington, D.C.",1935-0065_wotm,1935-12-14T00:00:00Z,The Willard Hotel,,,complete,4,20.0,21.5X28CM OPEN,21.5X28CM OPEN
30754,,"S.S. ""CONTE DI SAVOIA""""""",,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0066_wotm,1935-12-28T00:00:00Z,"S.S. ""conte Di Savoia""""""",,,complete,3,105.0,25X38CM OPEN,25X38CM OPEN
30755,,"S.S. ""CONTE DI SAVOIA""""""",,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0067_wotm,1935-12-31T00:00:00Z,"S.S. ""conte Di Savoia""""""",,,complete,3,98.0,25X38CM OPEN,25X38CM OPEN
30756,,"S.S. ""ILE DE FRANCE""""""",,,,27X21.5CM FOLDED; 27X43CM OPEN,,Menu also contains English text,1935-0068_wotm,1935-12-20T00:00:00Z,"S.S. ""ile De France""""""",,,complete,2,117.0,27X43CM OPEN,27X43CM OPEN
30757,,"S.S. ""ILE DE FRANCE""""""",,,,27X21.5CM FOLDED; 27X43CM OPEN,,Menu also contains English text,1935-0069_wotm,1935-11-08T00:00:00Z,"S.S. ""ile De France""""""",,,complete,2,114.0,27X43CM OPEN,27X43CM OPEN
30758,,GREAT NORTHERN HOTEL,,,,18X11CM FOLDED; 18X22CM OPEN,,Photo Engravers Club of Chicago,1935-0070_wotm,1935-11-10T00:00:00Z,Great Northern Hotel,,,complete,5,18.0,18X22CM OPEN,18X22CM OPEN
30759,,WALDORF ASTORIA,,,,19X13.5CM FOLDED; 19X27CM OPEN,,Andrew Carnegie Centenary Dinner,1935-0071_wotm,1935-11-27T00:00:00Z,Waldorf Astoria,,,complete,4,14.0,19X27CM OPEN,19X27CM OPEN
30760,,HOTEL PARIS,,,,24X16CM FOLDED; 24X32CM OPEN,,Thanksgiving,1935-0072_wotm,1935-11-28T00:00:00Z,Hotel Paris,,,complete,2,29.0,24X32CM OPEN,24X32CM OPEN
30761,,WALDORF ASTORIA,,,,28X19CM FOLDED; 28X38CM OPEN,,Mark Twain Centennial Committee,1935-0073_wotm,1935-11-19T00:00:00Z,Waldorf Astoria,,,complete,6,11.0,28X38CM OPEN,28X38CM OPEN
30762,,THE GROLIER CLUB,,,,18.5X12CM FOLDED; 18.5X24CM OPEN,,50th Anniversary of the founding of The Grolier Club,1934-0003_wotm,1934-01-25T00:00:00Z,The Grolier Club,,,complete,2,12.0,18.5X24CM OPEN,18.5X24CM OPEN
30763,,WALDORF ASTORIA,,,,20.5X15.5CM FOLDED; 20.5X31CM OPEN,,The France-America Society of New York,1934-0004_wotm,1934-02-06T00:00:00Z,Waldorf Astoria,,,complete,4,8.0,20.5X31CM OPEN,20.5X31CM OPEN
30764,,HOTEL ASTOR,,,,30X20.5CM FOLDED; 30X41CM OPEN,,"The Inner Circle presents ""La Guardian Angels""""""",1934-0005_wotm,1934-03-10T00:00:00Z,Hotel Astor,,,complete,4,15.0,30X41CM OPEN,30X41CM OPEN
30765,,HOTEL ASTOR,,,,18.5X12CM FOLDED; 18.5X24CM OPEN,,The Society of the Friendly Sons of St. Patrick,1934-0006_wotm,1934-03-17T00:00:00Z,Hotel Astor,,,complete,5,15.0,18.5X24CM OPEN,18.5X24CM OPEN
30766,,HOTEL COMMODORE,,,,15.5X10CM FOLDED; 15.5X20CM OPEN,,The United Staff Association of the Public Libraries of the City of New York,1934-0007_wotm,1934-04-08T00:00:00Z,Hotel Commodore,,,complete,3,15.0,15.5X20CM OPEN,15.5X20CM OPEN
30767,,"PAQUEBOT ""PARIS""""""",,,,27.5X22CM FOLDED; 27.5X44CM OPEN,,Menu also contains English text,1934-0008_wotm,1934-04-28T00:00:00Z,"Paquebot ""paris""""""",,,complete,3,152.0,27.5X44CM OPEN,27.5X44CM OPEN
30768,,"PAQUEBOT ""PARIS""""""",,,,27.5X22CM FOLDED; 27.5X44CM OPEN,,Menu also contains English text,1934-0009_wotm,1934-04-29T00:00:00Z,"Paquebot ""paris""""""",,,complete,3,172.0,27.5X44CM OPEN,27.5X44CM OPEN
30769,,"PAQUEBOT ""PARIS""""""",,,,27.5X22CM FOLDED; 27.5X44CM OPEN,,Menu also contains English text,1934-0010_wotm,1934-05-01T00:00:00Z,"Paquebot ""paris""""""",,,complete,4,11.0,27.5X44CM OPEN,27.5X44CM OPEN
30770,,HOTEL VERMONT,,,,23X15.5CM FOLDED; 23X31CM OPEN,,Military Order of the Loyal Legion of the United States,1934-0011_wotm,1934-05-15T00:00:00Z,Hotel Vermont,,,complete,4,14.0,23X31CM OPEN,23X31CM OPEN
30771,,"PAQUEBOT ""PARIS""""""",,,,27.5X21.5CM FOLDED; 27.5X43CM OPEN,,Menu also contains English text,1934-0012_wotm,1934-05-30T00:00:00Z,"Paquebot ""paris""""""",,,complete,3,149.0,27.5X43CM OPEN,27.5X43CM OPEN
30772,,"PAQUEBOT ""PARIS""""""",,,,27.5X21.5CM FOLDED; 27.5X43CM OPEN,,Menu also contains English text,1934-0013_wotm,1934-06-03T00:00:00Z,"Paquebot ""paris""""""",,,complete,3,157.0,27.5X43CM OPEN,27.5X43CM OPEN
30773,,UNIVERSITY CLUB,,,,24X15.5CM FOLDED; 24X31CM OPEN,,Columbia University,1934-0014_wotm,1934-06-04T00:00:00Z,University Club,,,complete,7,7.0,24X31CM OPEN,24X31CM OPEN
30774,,THE PLAZA,,,,17X9CM,,Testimonial Dinner to Thomas Mann,1934-0015_wotm,1934-06-06T00:00:00Z,The Plaza,,,complete,1,10.0,17X9CM,17X9CM
30775,,"PAQUEBOT ""PARIS""""""",,,,27.5X21.5CM FOLDED; 27.5X43CM OPEN,,Menu also contains English text,1934-0016_wotm,1934-06-04T00:00:00Z,"Paquebot ""paris""""""",,,complete,4,13.0,27.5X43CM OPEN,27.5X43CM OPEN
30776,,"PAQUEBOT ""PARIS""""""",,,,27.5X21.5CM FOLDED; 27.5X43CM OPEN,,Menu also contains English text,1934-0017_wotm,1934-06-04T00:00:00Z,"Paquebot ""paris""""""",,,complete,3,182.0,27.5X43CM OPEN,27.5X43CM OPEN
30777,,BENJAMIN FRANKLIN HOTEL,,,,28X18CM FOLDED; 28X36CM OPEN,,The Edgar Allan Poe Club,1934-0001_wotm,1934-01-19T00:00:00Z,Benjamin Franklin Hotel,,,complete,5,12.0,28X36CM OPEN,28X36CM OPEN
30778,,HOTEL PLAZA,,,,21.5X14CM FOLDED; 21.5X28CM OPEN,,International Benjamin Franklin Society,1934-0002_wotm,1934-01-20T00:00:00Z,Hotel Plaza,,,complete,4,10.0,21.5X28CM OPEN,21.5X28CM OPEN
30779,,PARADISE MANOR,,,,16.5X10CM FOLDED; 16.5X20CM OPEN; DO NOT FORCE OPEN,,,1934-0018_wotm,1934-06-19T00:00:00Z,Paradise Manor,,,complete,3,21.0,DO NOT FORCE OPEN,DO NOT FORCE OPEN
30780,,"CAFÉ RESTAURANT ""SMAALDERS""""""",,,,21X8CM FOLDED; 21X24CM OPEN,,,1934-0019_wotm,1934-03-21T00:00:00Z,"Café Restaurant ""smaalders""""""",Dutch Guilders,F,complete,2,90.0,21X24CM OPEN,21X24CM OPEN
30781,,WALDORF ASTORIA,,,,20X12.5CM FOLDED; 20X25CM OPEN,,New York Patent Law Association,1934-0020_wotm,1934-03-01T00:00:00Z,Waldorf Astoria,,,complete,5,8.0,20X25CM OPEN,20X25CM OPEN
30782,,INDIAN CAVE LODGE AND COTTAGES,,,,23X15.5CM,,,1934-0021_wotm,1934-08-14T00:00:00Z,Indian Cave Lodge And Cottages,,,complete,1,33.0,23X15.5CM,23X15.5CM
30783,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0022_wotm,1934-08-15T00:00:00Z,S.S. Manhattan,Dollars,$,complete,4,112.0,25X30CM OPEN,25X30CM OPEN
30784,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0023_wotm,1934-08-16T00:00:00Z,S.S. Manhattan,Dollars,$,complete,4,111.0,25X30CM OPEN,25X30CM OPEN
30785,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0024_wotm,1934-08-17T00:00:00Z,S.S. Manhattan,,,complete,4,114.0,25X30CM OPEN,25X30CM OPEN
30786,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0025_wotm,1934-08-18T00:00:00Z,S.S. Manhattan,,,complete,4,128.0,25X30CM OPEN,25X30CM OPEN
30787,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0026_wotm,1934-08-13T00:00:00Z,S.S. Manhattan,,,complete,4,16.0,25X30CM OPEN,25X30CM OPEN
30788,,S.S. MANHATTAN,,,,25X15CM FOLDED; 25X30CM OPEN,,,1934-0027_wotm,1934-08-20T00:00:00Z,S.S. Manhattan,Dollars,$,complete,4,110.0,25X30CM OPEN,25X30CM OPEN
30789,,INDIAN CAVE LODGE AND COTTAGES,,,,23X15.5CM,,,1934-0028_wotm,1934-08-25T00:00:00Z,Indian Cave Lodge And Cottages,,,complete,1,32.0,23X15.5CM,23X15.5CM
30790,,INDIAN CAVE LODGE AND COTTAGES,,,,23X15.5CM,,,1934-0029_wotm,1934-08-26T00:00:00Z,Indian Cave Lodge And Cottages,,,complete,1,32.0,23X15.5CM,23X15.5CM
30791,,INDIAN CAVE LODGE AND COTTAGES,,,,23X15.5CM,,,1934-0030_wotm,1934-08-28T00:00:00Z,Indian Cave Lodge And Cottages,,,complete,1,24.0,23X15.5CM,23X15.5CM
30792,,INDIAN CAVE LODGE AND COTTAGES,,,,23X15.5CM,,,1934-0031_wotm,1934-08-28T00:00:00Z,Indian Cave Lodge And Cottages,,,complete,1,23.0,23X15.5CM,23X15.5CM
30793,,HOTEL ASTOR,,,,21X13.5CM FOLDED; 21X27CM OPEN,,English-Speaking Union of the United States,1934-0032_wotm,1934-10-26T00:00:00Z,Hotel Astor,,,complete,4,16.0,21X27CM OPEN,21X27CM OPEN
30794,,"S.S. ""BREMEN""""""",,,,21X14.5CM FOLDED; 21X29CM OPEN,,Menu also contains English text,1934-0033_wotm,1934-11-03T00:00:00Z,"S.S. ""bremen""""""",,,complete,4,54.0,21X29CM OPEN,21X29CM OPEN
30795,,UNION CLUB,,,,18X12.5CM,,,1934-0034_wotm,1934-12-07T00:00:00Z,Union Club,,,complete,1,9.0,18X12.5CM,18X12.5CM
30796,,HOTEL VICTORIA,,,,18X11CM FOLDED; 18X22CM OPEN,,Christian Bros. College; Arthur H. Rumpf Menu Collection,1934-0035_wotm,1934-12-11T00:00:00Z,Hotel Victoria,,,complete,3,16.0,18X22CM OPEN,18X22CM OPEN
30797,,HOTEL LEXINGTON,,,,28X20.5CM FOLDED; 28X41CM OPEN,,,1934-0036_wotm,1934-12-20T00:00:00Z,Hotel Lexington,Dollars,$,complete,4,165.0,28X41CM OPEN,28X41CM OPEN
30798,,AMBASSADOR HOTEL,,,,18.5X9.5CM FOLDED;18.5X19CM OPEN,,,1935-0002_wotm,1935-01-16T00:00:00Z,Ambassador Hotel,,,complete,3,8.0,18.5X19CM OPEN,18.5X19CM OPEN
30799,,THE GROLIER CLUB,,,,15.5X11CM,,,1935-0003_wotm,1935-01-24T00:00:00Z,The Grolier Club,,,complete,1,7.0,15.5X11CM,15.5X11CM
30800,,WALDORF ASTORIA,,,,24.5X16.5CM FOLDED; 24.5X33CM OPEN,,New York State Bar Association,1935-0004_wotm,1935-01-26T00:00:00Z,Waldorf Astoria,,,complete,4,19.0,24.5X33CM OPEN,24.5X33CM OPEN
30801,,ITALIAN LINE,,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0005_wotm,1935-01-28T00:00:00Z,Italian Line,,,complete,2,163.0,25X38CM OPEN,25X38CM OPEN
30802,,ITALIAN LINE,,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0006_wotm,1935-01-29T00:00:00Z,Italian Line,,,complete,2,168.0,25X38CM OPEN,25X38CM OPEN
30803,,ITALIAN LINE,,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0007_wotm,1935-01-29T00:00:00Z,Italian Line,,,complete,2,83.0,25X38CM OPEN,25X38CM OPEN
30804,,ITALIAN LINE,,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0008_wotm,1935-01-27T00:00:00Z,Italian Line,,,complete,2,111.0,25X38CM OPEN,25X38CM OPEN
30805,,ITALIAN LINE,,,,25X19CM FOLDED; 25X38CM OPEN,,Menu also contains English text,1935-0009_wotm,1935-01-24T00:00:00Z,Italian Line,,,complete,2,158.0,25X38CM OPEN,25X38CM OPEN
30806,,THE BANKERS CLUB OF AMERICA,,,,17.5X11.5CM FOLDED; 17.5X23CM OPEN,,The Pilgrims,1935-0010_wotm,1935-02-08T00:00:00Z,The Bankers Club Of America,,,complete,2,13.0,17.5X23CM OPEN,17.5X23CM OPEN
30807,,MANHATTAN CLUB,,,,20X16CM FOLDED; 20X32CM OPEN,,,1935-0011_wotm,1935-02-09T00:00:00Z,Manhattan Club,,,complete,5,15.0,20X32CM OPEN,20X32CM OPEN
30808,,ROYAL HAWAIIAN HOTEL,,,,26X18CM FOLDED; 26X36CM OPEN,,,1935-0001_wotm,1935-01-10T00:00:00Z,Royal Hawaiian Hotel,,,complete,4,69.0,26X36CM OPEN,26X36CM OPEN
30809,,HOTEL BILTMORE,,,,24X16CM FOLDED; 24X32CM OPEN,,New York University Law School,1935-0012_wotm,1935-02-09T00:00:00Z,Hotel Biltmore,,,complete,4,12.0,24X32CM OPEN,24X32CM OPEN
30810,,WALDORF ASTORIA,,,,22X17CM FOLDED; 22X34CM OPEN,,The Grover Cleaveland Democratic Club,1935-0013_wotm,1935-02-12T00:00:00Z,Waldorf Astoria,,,complete,5,10.0,22X34CM OPEN,22X34CM OPEN
30811,,GUARANTY TRUST COMPANY OF NEW YORK,,,,20.5X12CM FOLDED; 20.5X24CM OPEN,,,1935-0014_wotm,1935-02-28T00:00:00Z,Guaranty Trust Company Of New York,,,complete,3,9.0,20.5X24CM OPEN,20.5X24CM OPEN
30812,,WALDORF ASTORIA,,,,18X9.5CM,,,1935-0015_wotm,1935-03-13T00:00:00Z,Waldorf Astoria,,,complete,1,18.0,18X9.5CM,18X9.5CM
30813,,WALDORF ASTORIA,,,,24X17.5CM FOLDED; 24X35CM OPEN,,,1935-0016_wotm,1935-03-18T00:00:00Z,Waldorf Astoria,,,complete,3,12.0,24X35CM OPEN,24X35CM OPEN
30814,,WALDORF ASTORIA,,,,23.5X15CM FOLDED; 23.5X37CM OPEN,,Warden - Sing Sing Prison,1935-0017_wotm,1935-03-25T00:00:00Z,Waldorf Astoria,,,complete,3,15.0,23.5X37CM OPEN,23.5X37CM OPEN
